Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
161229,38,18,2,M,Married,378.0871083,3/15/2001,3/15/2003
145682,23,4,2,F,Single,688.7446412,3/14/2001,3/14/2003
150335,19,1,2,M,Single,304.9770159,3/13/2001,3/13/2003
143164,57,36,2,F,Married,442.2950584,3/12/2001,3/12/2003
109384,35,18,2,F,Married,324.8720717,3/11/2001,3/11/2003
122330,67,47,2,F,Single,329.8879277,3/10/2001,3/10/2003
166936,68,51,2,F,Single,340.4844834,3/9/2001,3/9/2003
120518,39,19,2,M,Single,478.1855179,3/8/2001,3/8/2003
158298,60,39,2,M,Single,210.8084136,3/7/2001,3/7/2003
170000,67,50,2,M,Married,115.3953038,3/6/2001,3/6/2003
171614,21,3,2,F,Single,774.9606361,3/5/2001,3/5/2003
163356,63,45,2,F,Married,180.0690882,3/4/2001,3/4/2003
119311,22,3,2,F,Married,276.3948562,3/3/2001,3/3/2003
161095,68,51,2,M,Married,57.11119396,3/2/2001,3/2/2003
129426,46,25,2,M,Single,944.0640569,3/1/2001,3/1/2003
161923,57,40,2,M,Married,203.3260782,2/28/2001,2/28/2003
199618,23,5,2,F,Married,301.0322857,2/27/2001,2/27/2003
161535,19,2,2,F,Single,874.335659,2/26/2001,2/26/2003
154762,64,45,2,M,Married,198.961681,2/25/2001,2/25/2003
135468,45,26,2,M,Single,678.1316539,2/24/2001,2/24/2003
189283,49,31,2,M,Married,339.3651969,2/23/2001,2/23/2003
198829,61,41,2,F,Married,197.565334,2/22/2001,2/22/2003
198213,30,12,2,M,Married,720.3111168,2/21/2001,2/21/2003
122834,42,25,2,F,Single,381.2696849,2/20/2001,2/20/2003
165969,16,0,2,F,Married,249.4421413,2/19/2001,2/19/2003
189475,46,27,2,F,Single,596.4954903,2/18/2001,2/18/2003
131698,35,17,2,F,Single,243.9893016,2/17/2001,2/17/2003
108914,65,47,2,F,Married,123.027051,2/16/2001,2/16/2003
146298,18,1,2,F,Single,369.0694765,2/15/2001,2/15/2003
171467,21,3,2,M,Married,714.1525743,2/14/2001,2/14/2003
158450,38,21,2,F,Single,426.5349909,2/13/2001,2/13/2003
135388,46,25,2,M,Married,336.5725933,2/12/2001,2/12/2003
141808,56,37,2,M,Single,395.1916986,2/11/2001,2/11/2003
149873,62,42,2,M,Married,142.1607176,2/10/2001,2/10/2003
190347,27,9,2,M,Married,472.0646401,2/9/2001,2/9/2003
159340,20,1,2,M,Single,413.9629325,2/8/2001,2/8/2003
115669,61,44,2,F,Married,241.8722224,2/7/2001,2/7/2003
177466,52,34,2,F,Single,354.8917762,2/6/2001,2/6/2003
165024,45,25,2,F,Married,301.8893886,2/5/2001,2/5/2003
149520,54,33,2,M,Married,339.1419475,2/4/2001,2/4/2003
117745,17,0,2,F,Married,206.3304124,2/3/2001,2/3/2003
154574,70,52,2,F,Single,20.06833059,2/2/2001,2/2/2003
106966,24,7,2,F,Married,654.1892676,2/1/2001,2/1/2003
136133,63,46,2,F,Married,127.8806096,1/31/2001,1/31/2003
151723,51,32,2,F,Single,349.0996117,1/30/2001,1/30/2003
199615,61,43,2,M,Married,471.323236,1/29/2001,1/29/2003
100087,58,37,2,F,Single,406.7311102,1/28/2001,1/28/2003
124452,19,2,2,F,Married,198.1871239,1/27/2001,1/27/2003
191285,17,0,2,F,Married,193.4207041,1/26/2001,1/26/2003
123166,16,0,2,F,Single,481.335332,1/25/2001,1/25/2003
163961,17,0,2,M,Married,276.122448,1/24/2001,1/24/2003
151257,23,5,2,M,Married,576.2774754,1/23/2001,1/23/2003
166321,19,2,2,M,Single,1207.007954,1/22/2001,1/22/2003
199358,37,20,2,M,Married,423.0475688,1/21/2001,1/21/2003
181279,39,22,2,F,Single,366.0566454,1/20/2001,1/20/2003
110563,22,3,2,F,Married,337.168717,1/19/2001,1/19/2003
166748,26,9,2,F,Married,382.2884571,1/18/2001,1/18/2003
112427,47,27,2,F,Married,320.1014266,1/17/2001,1/17/2003
178008,35,14,2,F,Single,775.0018095,1/16/2001,1/16/2003
170631,42,23,2,M,Married,640.791076,1/15/2001,1/15/2003
173656,60,39,2,F,Single,165.0434016,1/14/2001,1/14/2003
193533,61,40,2,M,Married,94.32144577,1/13/2001,1/13/2003
186820,22,3,2,F,Single,872.2668873,1/12/2001,1/12/2003
123853,16,0,2,F,Single,571.7196568,1/11/2001,1/11/2003
152681,55,38,2,F,Married,560.2024583,1/10/2001,1/10/2003
130840,65,45,2,F,Single,84.04450836,1/9/2001,1/9/2003
176917,49,29,2,F,Married,161.0206519,1/8/2001,1/8/2003
127015,22,5,2,F,Single,535.4361195,1/7/2001,1/7/2003
107985,66,48,2,M,Single,71.04885364,1/6/2001,1/6/2003
194569,64,44,2,M,Married,319.0044147,1/5/2001,1/5/2003
198391,19,1,2,F,Single,734.5382363,1/4/2001,1/4/2003
163838,23,5,2,M,Married,424.7652212,1/3/2001,1/3/2003
129176,23,4,2,F,Single,384.884809,1/2/2001,1/2/2003
191167,61,40,2,M,Married,34.36715649,1/1/2001,1/1/2003
132403,42,23,2,M,Single,797.3170676,12/31/2000,12/31/2002
114656,64,44,2,M,Single,469.8507048,12/30/2000,12/30/2002
105121,63,43,2,F,Married,99.96692428,12/29/2000,12/29/2002
146829,24,5,2,F,Single,588.8563028,12/28/2000,12/28/2002
109689,20,3,2,F,Single,598.6210114,12/27/2000,12/27/2002
115163,63,46,2,M,Single,842.7744806,12/26/2000,12/26/2002
107539,18,0,2,F,Single,374.4713792,12/25/2000,12/25/2002
137600,39,19,2,F,Married,300.7346324,12/24/2000,12/24/2002
178732,16,0,2,M,Single,695.3534376,12/23/2000,12/23/2002
179714,70,50,2,M,Single,61.39327511,12/22/2000,12/22/2002
128346,33,12,2,F,Married,322.1399486,12/21/2000,12/21/2002
113227,39,18,2,F,Single,880.3158034,12/20/2000,12/20/2002
186922,26,6,2,M,Single,209.4683176,12/19/2000,12/19/2002
187890,60,39,2,M,Married,115.7533082,12/18/2000,12/18/2002
190768,22,5,2,F,Married,390.7031895,12/17/2000,12/17/2002
118085,25,6,2,F,Married,484.5439984,12/16/2000,12/16/2002
108677,23,5,2,F,Married,299.3018475,12/15/2000,12/15/2002
177394,29,11,2,M,Single,429.9656904,12/14/2000,12/14/2002
125441,66,48,2,M,Single,157.7540557,12/13/2000,12/13/2002
103755,42,25,2,F,Single,365.6788645,12/12/2000,12/12/2002
113307,28,8,2,M,Single,480.7857976,12/11/2000,12/11/2002
191525,38,20,2,F,Married,352.5064648,12/10/2000,12/10/2002
133635,38,18,2,F,Married,144.07381,12/9/2000,12/9/2002
128006,29,8,2,M,Married,368.1771031,12/8/2000,12/8/2002
146939,61,41,2,F,Single,497.5727228,12/7/2000,12/7/2002
138339,17,0,2,F,Single,655.613048,12/6/2000,12/6/2002
105763,18,0,2,M,Married,469.1917795,12/5/2000,12/5/2002
142609,40,21,2,M,Single,428.6185743,12/4/2000,12/4/2002
147912,58,40,2,F,Single,343.342176,12/3/2000,12/3/2002
144251,18,0,2,M,Married,665.3737691,12/2/2000,12/2/2002
170024,20,2,2,F,Single,525.5917164,12/1/2000,12/1/2002
131925,24,6,2,F,Single,495.9313333,11/30/2000,11/30/2002
100393,61,44,2,F,Single,268.5666419,11/29/2000,11/29/2002
154675,24,7,2,M,Married,673.7799104,11/28/2000,11/28/2002
177154,57,38,2,M,Single,504.3286737,11/27/2000,11/27/2002
133507,59,38,2,F,Married,315.5270639,11/26/2000,11/26/2002
132674,47,29,2,M,Married,387.4795441,11/25/2000,11/25/2002
141599,56,35,2,M,Single,438.0103504,11/24/2000,11/24/2002
102583,64,45,2,F,Single,149.2965848,11/23/2000,11/23/2002
197258,67,50,2,F,Single,88.36932498,11/22/2000,11/22/2002
188911,25,8,2,M,Married,537.1319403,11/21/2000,11/21/2002
142345,22,3,2,F,Married,166.1769046,11/20/2000,11/20/2002
176932,57,39,2,F,Single,615.6461146,11/19/2000,11/19/2002
175640,21,2,2,F,Married,837.216986,11/18/2000,11/18/2002
150169,32,14,2,F,Single,562.2045212,11/17/2000,11/17/2002
135735,24,7,2,M,Single,551.4259978,11/16/2000,11/16/2002
159816,66,47,2,M,Married,276.3640713,11/15/2000,11/15/2002
156743,20,3,2,F,Single,820.7664852,11/14/2000,11/14/2002
134422,70,51,2,F,Married,144.5022633,11/13/2000,11/13/2002
167417,21,4,2,F,Married,272.4149126,11/12/2000,11/12/2002
114456,64,43,2,F,Married,34.56669768,11/11/2000,11/11/2002
149268,54,34,2,M,Single,722.6879625,11/10/2000,11/10/2002
191795,69,52,2,F,Married,117.5886176,11/9/2000,11/9/2002
137055,16,0,2,M,Married,282.1225824,11/8/2000,11/8/2002
168145,36,19,2,F,Single,834.4249675,11/7/2000,11/7/2002
164683,49,29,2,M,Single,605.113279,11/6/2000,11/6/2002
131576,32,13,2,F,Married,322.6367008,11/5/2000,11/5/2002
146456,62,41,2,M,Single,114.4745013,11/4/2000,11/4/2002
184832,68,51,2,M,Married,248.1590625,11/3/2000,11/3/2002
178108,67,47,2,F,Married,30.4361475,11/2/2000,11/2/2002
180693,69,48,2,F,Single,238.5960917,11/1/2000,11/1/2002
157357,23,4,2,F,Married,263.9431562,10/31/2000,10/31/2002
116086,53,35,2,F,Single,498.2544249,10/30/2000,10/30/2002
148998,21,3,2,F,Single,627.3027977,10/29/2000,10/29/2002
195602,33,15,2,M,Single,865.3294783,10/28/2000,10/28/2002
186507,22,5,2,F,Married,458.8803812,10/27/2000,10/27/2002
102067,65,47,2,M,Married,124.9805569,10/26/2000,10/26/2002
168901,46,27,2,M,Married,243.3636502,10/25/2000,10/25/2002
154373,46,29,2,F,Married,311.0704893,10/24/2000,10/24/2002
171785,21,2,2,F,Single,741.6500184,10/23/2000,10/23/2002
180335,62,41,2,M,Single,345.7139435,10/22/2000,10/22/2002
126982,21,3,2,F,Single,399.5469783,10/21/2000,10/21/2002
128378,64,44,2,F,Single,288.6478358,10/20/2000,10/20/2002
129188,43,23,2,F,Married,326.7579322,10/19/2000,10/19/2002
136478,28,8,2,F,Single,429.7236818,10/18/2000,10/18/2002
139897,65,48,2,M,Married,107.9557709,10/17/2000,10/17/2002
100874,53,36,2,M,Single,458.4681505,10/16/2000,10/16/2002
182730,69,52,2,M,Married,199.9784707,10/15/2000,10/15/2002
156809,48,29,2,F,Married,607.126919,10/14/2000,10/14/2002
148703,19,0,2,M,Married,299.3878756,10/13/2000,10/13/2002
103005,60,41,2,F,Married,18.87214094,10/12/2000,10/12/2002
185444,41,21,2,F,Married,627.2721496,10/11/2000,10/11/2002
137418,44,26,2,M,Married,117.5247355,10/10/2000,10/10/2002
133959,17,0,2,M,Married,543.7158302,10/9/2000,10/9/2002
177949,29,11,2,M,Single,596.1340755,10/8/2000,10/8/2002
188341,27,6,2,F,Married,308.5647245,10/7/2000,10/7/2002
168776,64,44,2,F,Single,34.92223883,10/6/2000,10/6/2002
121258,16,0,2,F,Married,247.1279121,10/5/2000,10/5/2002
117731,65,44,2,M,Married,193.5785778,10/4/2000,10/4/2002
109930,55,34,2,F,Married,263.0665303,10/3/2000,10/3/2002
157905,28,11,2,F,Single,358.2237357,10/2/2000,10/2/2002
132774,24,7,2,F,Married,347.2159474,10/1/2000,10/1/2002
125850,34,13,2,F,Single,542.7039232,9/30/2000,9/30/2002
189683,62,43,2,M,Married,154.3180839,9/29/2000,9/29/2002
107673,35,16,2,F,Married,370.9385613,9/28/2000,9/28/2002
155521,67,46,2,M,Married,125.7203764,9/27/2000,9/27/2002
176791,20,3,2,F,Married,145.380928,9/26/2000,9/26/2002
143824,20,1,2,M,Single,3462,9/25/2000,9/25/2002
123636,52,32,2,F,Married,591.5503428,9/24/2000,9/24/2002
162072,44,24,2,F,Single,630.3165834,9/23/2000,9/23/2002
100960,16,0,2,F,Single,229.1935947,9/22/2000,9/22/2002
101773,32,14,2,M,Single,242.76391,9/21/2000,9/21/2002
109329,67,46,2,F,Married,47.05114417,9/20/2000,9/20/2002
163987,19,0,2,F,Single,594.4983221,9/19/2000,9/19/2002
117196,70,52,2,F,Single,15.35319666,9/18/2000,9/18/2002
175618,56,38,2,M,Single,565.9103367,9/17/2000,9/17/2002
129758,25,8,2,F,Single,350.5601193,9/16/2000,9/16/2002
183133,61,44,2,F,Single,298.4618592,9/15/2000,9/15/2002
152244,42,24,2,F,Single,176.9334845,9/14/2000,9/14/2002
173269,26,7,2,M,Single,463.8537185,9/13/2000,9/13/2002
185542,69,51,2,F,Married,109.3434997,9/12/2000,9/12/2002
193982,17,0,2,F,Married,98.00493411,9/11/2000,9/11/2002
127474,61,40,2,F,Married,172.3572205,9/10/2000,9/10/2002
153623,47,29,2,F,Married,143.7807696,9/9/2000,9/9/2002
169651,16,0,2,M,Married,317.5033725,9/8/2000,9/8/2002
147857,19,2,2,M,Married,215.5797122,9/7/2000,9/7/2002
139099,70,49,2,F,Single,109.0816165,9/6/2000,9/6/2002
174157,25,7,2,M,Married,442.7372903,9/5/2000,9/5/2002
155311,19,0,2,F,Married,497.3690476,9/4/2000,9/4/2002
177671,17,0,2,F,Married,205.6203524,9/3/2000,9/3/2002
150547,21,2,2,M,Single,258.9005436,9/2/2000,9/2/2002
155538,58,41,2,M,Married,626.1478938,9/1/2000,9/1/2002
128804,46,28,2,F,Married,339.3509979,8/31/2000,8/31/2002
148945,64,43,2,M,Single,157.6960164,8/30/2000,8/30/2002
108349,66,45,2,M,Single,364.0053791,8/29/2000,8/29/2002
197209,17,0,2,M,Married,421.5276772,8/28/2000,8/28/2002
106000,35,17,2,F,Married,352.9391772,8/27/2000,8/27/2002
169738,16,0,2,F,Single,884.8413585,8/26/2000,8/26/2002
164784,28,11,2,F,Married,285.2523626,8/25/2000,8/25/2002
159363,19,2,2,M,Single,689.154748,8/24/2000,8/24/2002
191533,29,8,2,F,Married,533.3330744,8/23/2000,8/23/2002
168283,70,52,2,M,Married,151.2817751,8/22/2000,8/22/2002
183302,34,14,2,F,Married,317.4409122,8/21/2000,8/21/2002
117351,46,25,2,F,Married,624.8275414,8/20/2000,8/20/2002
138516,20,3,2,M,Single,376.2787735,8/19/2000,8/19/2002
198567,36,15,2,M,Single,447.2300541,8/18/2000,8/18/2002
171275,70,53,2,F,Married,36.43109953,8/17/2000,8/17/2002
164407,18,0,2,M,Single,236.0549354,8/16/2000,8/16/2002
146910,67,50,2,F,Single,62.35947994,8/15/2000,8/15/2002
184100,59,40,2,M,Single,419.3886548,8/14/2000,8/14/2002
174841,19,1,2,F,Married,137.4678068,8/13/2000,8/13/2002
196507,67,46,2,F,Single,323.9683907,8/12/2000,8/12/2002
154652,50,29,2,F,Single,410.4866322,8/11/2000,8/11/2002
179694,69,50,2,F,Married,141.8314831,8/10/2000,8/10/2002
170426,16,0,2,M,Married,414.5709368,8/9/2000,8/9/2002
186998,22,4,2,M,Married,445.7715681,8/8/2000,8/8/2002
135547,47,28,2,M,Married,336.6691002,8/7/2000,8/7/2002
107168,54,34,2,M,Married,787.9457959,8/6/2000,8/6/2002
143550,61,43,2,M,Single,178.7270613,8/5/2000,8/5/2002
163604,68,49,2,M,Married,108.3790936,8/4/2000,8/4/2002
111176,50,33,2,M,Married,583.4451347,8/3/2000,8/3/2002
114136,44,27,2,F,Married,381.557682,8/2/2000,8/2/2002
104871,66,49,2,M,Single,37.11762558,8/1/2000,8/1/2002
124141,61,43,2,F,Married,274.702862,7/31/2000,7/31/2002
159829,33,12,2,F,Single,353.2495832,7/30/2000,7/30/2002
130258,62,44,2,M,Married,39.60422258,7/29/2000,7/29/2002
148301,54,35,2,M,Married,228.9247941,7/28/2000,7/28/2002
126404,68,47,2,M,Married,102.9205046,7/27/2000,7/27/2002
101640,70,50,2,F,Married,15.95334825,7/26/2000,7/26/2002
162230,38,21,2,F,Married,391.6733379,7/25/2000,7/25/2002
125783,55,35,2,M,Single,374.1490041,7/24/2000,7/24/2002
146470,40,20,2,M,Married,419.155267,7/23/2000,7/23/2002
128007,40,20,2,M,Married,223.0110434,7/22/2000,7/22/2002
187052,61,44,2,M,Married,53.73608936,7/21/2000,7/21/2002
143896,37,19,2,M,Single,666.5898635,7/20/2000,7/20/2002
100925,57,39,2,M,Single,551.4158376,7/19/2000,7/19/2002
133737,21,3,2,F,Married,326.7531806,7/18/2000,7/18/2002
121239,67,50,2,M,Married,241.2812083,7/17/2000,7/17/2002
184004,52,35,2,M,Single,491.5015654,7/16/2000,7/16/2002
176688,62,42,2,M,Married,71.88830779,7/15/2000,7/15/2002
149155,40,23,2,M,Single,466.4680783,7/14/2000,7/14/2002
117470,70,49,2,F,Married,170.8973382,7/13/2000,7/13/2002
187812,70,51,2,F,Single,70.5900955,7/12/2000,7/12/2002
187105,41,23,2,F,Married,236.3888221,7/11/2000,7/11/2002
160727,60,40,2,F,Single,304.6880075,7/10/2000,7/10/2002
172672,68,51,2,F,Single,85.73583983,7/9/2000,7/9/2002
113260,67,50,2,M,Married,160.5817889,7/8/2000,7/8/2002
194874,59,42,2,F,Single,338.2666757,7/7/2000,7/7/2002
159118,20,2,2,M,Single,672.6785805,7/6/2000,7/6/2002
124761,22,4,2,F,Single,560.9708858,7/5/2000,7/5/2002
173101,61,43,2,F,Single,215.1046013,7/4/2000,7/4/2002
103961,54,37,2,F,Married,264.5751093,7/3/2000,7/3/2002
127224,66,49,2,F,Married,231.9684781,7/2/2000,7/2/2002
139396,31,11,2,F,Single,201.3067102,7/1/2000,7/1/2002
107087,56,38,2,M,Married,366.2171734,6/30/2000,6/30/2002
173200,35,18,2,M,Single,167.6070249,6/29/2000,6/29/2002
193501,62,45,2,F,Married,477.0693649,6/28/2000,6/28/2002
178601,70,52,2,F,Married,200.6360384,6/27/2000,6/27/2002
150647,53,36,2,M,Married,385.8222053,6/26/2000,6/26/2002
171246,31,13,2,F,Single,409.157673,6/25/2000,6/25/2002
159498,23,4,2,M,Married,627.2246947,6/24/2000,6/24/2002
178004,62,42,2,F,Single,420.9783021,6/23/2000,6/23/2002
194599,26,9,2,M,Single,486.5580131,6/22/2000,6/22/2002
163589,50,31,2,M,Married,191.4045912,6/21/2000,6/21/2002
166998,53,32,2,F,Married,617.772548,6/20/2000,6/20/2002
189020,17,0,2,M,Single,324.5750725,6/19/2000,6/19/2002
157794,60,42,2,F,Single,40.57228227,6/18/2000,6/18/2002
168948,21,2,2,F,Married,383.1051406,6/17/2000,6/17/2002
193097,58,41,2,M,Single,290.8615744,6/16/2000,6/16/2002
114490,69,48,2,M,Married,64.72794527,6/15/2000,6/15/2002
165470,32,12,2,M,Married,180.7486757,6/14/2000,6/14/2002
179573,51,31,2,F,Married,510.472611,6/13/2000,6/13/2002
145282,24,5,2,M,Single,745.2238905,6/12/2000,6/12/2002
101245,23,4,2,F,Married,210.6583084,6/11/2000,6/11/2002
134722,18,0,2,F,Single,562.6110667,6/10/2000,6/10/2002
171799,23,5,2,M,Single,812.7566703,6/9/2000,6/9/2002
153543,29,12,2,F,Married,308.1962701,6/8/2000,6/8/2002
126919,41,23,2,M,Single,329.4684763,6/7/2000,6/7/2002
194958,20,1,2,M,Single,704.2772453,6/6/2000,6/6/2002
172625,45,26,2,M,Single,417.1290961,6/5/2000,6/5/2002
153275,67,50,2,F,Married,106.756089,6/4/2000,6/4/2002
198649,65,45,2,F,Married,34.16824007,6/3/2000,6/3/2002
103826,35,16,2,F,Single,325.5331817,6/2/2000,6/2/2002
133897,36,17,2,F,Married,320.8155551,6/1/2000,6/1/2002
107873,24,7,2,F,Married,385.23888,5/31/2000,5/31/2002
119471,18,0,2,F,Married,331.3291491,5/30/2000,5/30/2002
112585,51,32,2,F,Single,405.3250515,5/29/2000,5/29/2002
151731,23,4,2,M,Single,819.5266661,5/28/2000,5/28/2002
126846,39,19,2,F,Married,288.9363679,5/27/2000,5/27/2002
143980,67,46,2,F,Single,66.7865407,5/26/2000,5/26/2002
177486,29,10,2,M,Married,156.545439,5/25/2000,5/25/2002
100512,54,34,2,F,Married,351.6777248,5/24/2000,5/24/2002
109958,26,6,2,M,Married,393.4216658,5/23/2000,5/23/2002
109305,25,7,2,M,Married,457.672818,5/22/2000,5/22/2002
107744,49,28,2,M,Married,381.410906,5/21/2000,5/21/2002
151344,59,40,2,M,Married,394.3574183,5/20/2000,5/20/2002
129136,21,3,2,M,Single,638.2598637,5/19/2000,5/19/2002
134837,42,23,2,M,Married,258.4579809,5/18/2000,5/18/2002
133975,51,31,2,F,Single,613.5126653,5/17/2000,5/17/2002
126631,65,47,2,M,Single,109.1803572,5/16/2000,5/16/2002
197105,28,8,2,M,Single,549.5779838,5/15/2000,5/15/2002
194786,69,51,2,F,Married,135.1706324,5/14/2000,5/14/2002
167718,36,16,2,M,Single,663.29509,5/13/2000,5/13/2002
180395,24,5,2,M,Single,339.441453,5/12/2000,5/12/2002
107895,70,51,2,F,Married,59.95154582,5/11/2000,5/11/2002
133690,53,36,2,F,Married,305.0790016,5/10/2000,5/10/2002
144576,61,44,2,F,Single,446.9026627,5/9/2000,5/9/2002
116505,61,44,2,F,Married,201.3620415,5/8/2000,5/8/2002
126637,60,39,2,F,Single,39.218085,5/7/2000,5/7/2002
172200,17,0,2,M,Married,306.8533105,5/6/2000,5/6/2002
198975,16,0,2,M,Married,767.522167,5/5/2000,5/5/2002
117972,69,49,2,M,Married,186.3223813,5/4/2000,5/4/2002
155782,34,13,2,F,Married,311.7754509,5/3/2000,5/3/2002
130223,58,37,2,F,Married,314.0996953,5/2/2000,5/2/2002
133089,21,3,2,F,Single,526.4446386,5/1/2000,5/1/2002
130161,64,47,2,F,Single,188.4492252,4/30/2000,4/30/2002
179567,69,48,2,M,Single,371.2506915,4/29/2000,4/29/2002
178345,63,42,2,M,Married,167.7456981,4/28/2000,4/28/2002
132756,49,32,2,M,Single,490.9612311,4/27/2000,4/27/2002
107847,51,31,2,M,Married,385.2405668,4/26/2000,4/26/2002
108745,70,49,2,F,Married,181.4338152,4/25/2000,4/25/2002
159096,23,4,2,M,Single,1555.438202,4/24/2000,4/24/2002
105472,39,20,2,F,Married,345.3943365,4/23/2000,4/23/2002
192722,28,10,2,F,Married,306.1515312,4/22/2000,4/22/2002
156861,21,2,2,F,Married,282.1805458,4/21/2000,4/21/2002
178312,49,29,2,F,Single,187.4045156,4/20/2000,4/20/2002
173426,28,8,2,M,Married,506.9298049,4/19/2000,4/19/2002
162984,18,0,2,M,Single,1481.046017,4/18/2000,4/18/2002
138933,39,18,2,M,Married,193.9831886,4/17/2000,4/17/2002
143099,16,0,2,M,Single,944.5853351,4/16/2000,4/16/2002
138756,66,46,2,F,Single,218.8142042,4/15/2000,4/15/2002
141726,31,12,2,M,Married,402.6617444,4/14/2000,4/14/2002
127296,29,8,2,F,Single,313.2083114,4/13/2000,4/13/2002
190171,16,0,2,F,Single,259.7144582,4/12/2000,4/12/2002
194583,36,17,2,M,Married,378.7564551,4/11/2000,4/11/2002
132245,54,35,2,M,Married,324.9784715,4/10/2000,4/10/2002
181797,24,7,2,F,Single,238.8361649,4/9/2000,4/9/2002
154072,63,42,2,F,Single,229.4940513,4/8/2000,4/8/2002
173363,24,5,2,F,Married,292.2321227,4/7/2000,4/7/2002
105641,16,0,2,M,Married,651.4406586,4/6/2000,4/6/2002
195906,29,10,2,F,Single,621.6363332,4/5/2000,4/5/2002
104069,17,0,2,M,Married,823.7885094,4/4/2000,4/4/2002
165550,20,1,2,F,Married,116.4235412,4/3/2000,4/3/2002
147937,64,47,2,F,Single,248.8582016,4/2/2000,4/2/2002
165859,25,6,2,F,Married,449.2381392,4/1/2000,4/1/2002
159042,70,53,2,M,Single,398.7210364,3/31/2000,3/31/2002
198239,54,35,2,M,Single,436.2093066,3/30/2000,3/30/2002
105991,17,0,2,F,Single,625.5870582,3/29/2000,3/29/2002
129335,68,50,2,F,Single,377.0163973,3/28/2000,3/28/2002
174395,18,0,2,M,Single,623.9346676,3/27/2000,3/27/2002
181003,36,16,2,F,Single,586.5780957,3/26/2000,3/26/2002
134233,67,50,2,M,Single,210.0136448,3/25/2000,3/25/2002
133054,18,0,2,M,Married,647.851471,3/24/2000,3/24/2002
126456,20,2,2,F,Married,248.0012105,3/23/2000,3/23/2002
149211,18,1,2,M,Single,1555.052888,3/22/2000,3/22/2002
133195,59,41,2,M,Single,452.8011333,3/21/2000,3/21/2002
132847,36,19,2,F,Married,361.4984098,3/20/2000,3/20/2002
124503,24,6,2,F,Married,251.7436492,3/19/2000,3/19/2002
180561,17,0,2,M,Single,213.2513253,3/18/2000,3/18/2002
133877,64,45,2,M,Single,45.5612943,3/17/2000,3/17/2002
200000,48,27,2,F,Single,425.5806709,3/16/2000,3/16/2002
143523,68,50,2,F,Single,57.32931261,3/15/2000,3/15/2002
188791,17,0,2,M,Single,543.916028,3/14/2000,3/14/2002
136481,16,0,2,F,Married,465.852799,3/13/2000,3/13/2002
179852,66,48,2,F,Married,279.9183728,3/12/2000,3/12/2002
107271,16,0,2,F,Married,256.7210287,3/11/2000,3/11/2002
193819,42,24,2,F,Single,381.0444737,3/10/2000,3/10/2002
113730,17,0,2,M,Married,211.9856302,3/9/2000,3/9/2002
166361,31,11,2,F,Single,363.8792246,3/8/2000,3/8/2002
159894,19,1,2,F,Single,325.4653116,3/7/2000,3/7/2002
180898,54,33,2,M,Married,252.1813357,3/6/2000,3/6/2002
140016,45,27,2,F,Single,600.7819651,3/5/2000,3/5/2002
194642,50,29,2,F,Single,427.7290944,3/4/2000,3/4/2002
197523,18,0,2,M,Married,668.3636007,3/3/2000,3/3/2002
172068,33,14,2,F,Married,341.567577,3/2/2000,3/2/2002
111723,37,20,2,F,Married,339.0855567,3/1/2000,3/1/2002
128278,59,41,2,F,Married,321.3799122,2/29/2000,2/28/2002
